"Gene"	"Rank_kWithin"	"kWithin"	"kWithin_per_possible_edge"	"kWithin_to_v3_stilbenoid_group"	"kWithin_to_other_M5"	"Fraction_kWithin_to_v3_stilbenoid_group"	"Fraction_kWithin_from_negative_correlations"	"kME_signed"	"abs_kME"	"Rank_abs_kME"	"Top_decile_kWithin"	"V3_mapped"	"V5_mapped"	"V3_MapMan_annotated"	"V5_MapMan_annotated"	"V3_PAL_label"	"V5_PAL_label"	"V3_stilbenoid_label"	"V5_flavonoid_label"	"V5_CHS_label"	"V3_TF_label"	"V5_TF_label"	"V3_NAC_label"	"V5_NAC_label"	"V5_Pfam_CHS_STS_shared_domain"	"V5_Pfam_NAC_domain"	"V3_V5_STS_CHS_label_conflict"	"V3_gene"	"V5_gene"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"	"Harvest_CS_minus_PN_2012"	"Harvest_CS_minus_PN_2013"	"Harvest_CS_minus_PN_2014"	"Harvest_same_direction_all_years"
"VIT_16s0039g01100"	56	22.9499256115812	0.214485286089544	7.82600657052346	15.1239190410577	0.341003570250103	0.0309723536920184	0.921869597936307	0.921869597936307	56	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g00054"	NA	NA	NA	NA	-4.13161472968229	-3.46581443742837	-2.84416723891517	TRUE
"VIT_06s0004g01010"	57	22.5306892498128	0.210567189250587	6.10165499001131	16.4290342598015	0.270815283205862	0.0466732245842939	0.923728687335879	0.923728687335879	52	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi06g01599"	"Vitvi05_01chr06g01530"	"chr06"	1149336	1150786	-3.35260251875991	-1.66935226103103	-4.14039528601644	TRUE
"VIT_05s0020g03140"	58	22.2229522810232	0.207691142813301	4.59404915482575	17.6289031261974	0.206725420490091	0.0754712899059107	0.900047504449371	0.900047504449371	68	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g00468"	"Vitvi05_01chr05g07090"	"chr05"	5072431	5078974	-3.27798481835532	-2.28521249056575	-2.65445088035229	TRUE
"VIT_07s0151g01070"	59	21.4723335331015	0.200676014328051	4.33328985394004	17.1390436791614	0.201808054409172	0.048708395581689	0.919438508562313	0.919438508562313	57	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi07g00130"	"Vitvi05_01chr07g02330"	"chr07"	1621495	1628131	-4.68015118274058	-2.03551534302873	-4.26059145151878	TRUE
"VIT_16s0100g01190"	60	20.9098031995477	0.1954187214911	7.66001731146755	13.2497858880802	0.366336174394661	0.0204123984409036	0.896084971733933	0.896084971733933	71	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01483"	"Vitvi05_01chr16g14570"	"chr16"	21514294	21516175	-4.21261323762399	-4.04640769025621	-1.05448197880485	TRUE
"VIT_11s0016g03190"	61	20.8833154852643	0.195171172759479	3.93824882845221	16.945066656812	0.188583504914779	0.0616185371315865	0.907008449038669	0.907008449038669	63	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi11g01393"	"Vitvi05_01chr11g03800"	"chr11"	2551459	2552621	-3.09444901834093	-2.70629325430387	-2.158177612278	TRUE
"VIT_16s0100g00900"	62	20.1956108982767	0.188744027086698	7.97890403590587	12.2167068623708	0.395081093416526	0.0219586849722701	0.903560277589033	0.903560277589033	65	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-4.44398972929881	-2.28587835731471	-2.41906199831788	TRUE
"VIT_05s0077g01570"	63	20.1737915551471	0.188540107992029	3.94992029770066	16.2238712574465	0.195794642117876	0.0316874262854569	0.910942406788975	0.910942406788975	60	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-4.62030664018886	-2.78883184465208	-5.70447532277693	TRUE
"VIT_10s0116g00530"	64	20.1532746241921	0.188348360973758	4.13598138221688	16.0172932419752	0.205226270139346	0.944009137420018	-0.916088970989456	0.916088970989456	59	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi10g00027"	"Vitvi05_01chr10g00450"	"chr10"	383679	385855	3.45018642737926	1.9098305546785	2.62463279070267	TRUE
"VIT_16s0100g00880"	65	20.1321201561447	0.188150655664903	7.24968512170351	12.8824350344412	0.360105397021028	0.0204438077874166	0.898206556783757	0.898206556783757	69	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01462"	"Vitvi05_01chr16g14190"	"chr16"	21194639	21196279	-4.56408100396306	-2.81269706572389	-1.93616000330614	TRUE
"VIT_09s0002g01000"	66	19.7179319218778	0.184279737587643	4.19467112327686	15.5232607986009	0.2127338272541	0.933125567275629	-0.903169264674204	0.903169264674204	66	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi09g00077"	"Vitvi05_01chr09g01040"	"chr09"	771825	774476	2.00690468135028	1.80436993353374	2.53770422395583	TRUE
"VIT_00s1206g00010"	67	19.6982294198227	0.184095602054418	4.27282407714169	15.4254053426811	0.216914118831505	0.926627264526907	-0.900072488294665	0.900072488294665	67	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi10g00294"	NA	NA	NA	NA	2.90823240373072	3.15259883622643	3.25511769727513	TRUE
"VIT_12s0059g01720"	68	18.6694755973607	0.174481080349165	5.30581980749295	13.3636557898677	0.284197581224137	0.0556827015281778	0.909599504582902	0.909599504582902	62	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi12g02388"	"Vitvi05_01chr12g07730"	"chr12"	6650536	6651452	-3.25544566120905	-1.82967685493091	-2.17300677404307	TRUE
"VIT_13s0019g00480"	69	18.2987344034657	0.171016209378185	4.1177181307518	14.1810162727139	0.225027482226963	0.0437900049405697	0.909812267882304	0.909812267882304	61	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi13g00262"	"Vitvi05_01chr13g03890"	"chr13"	2587975	2589352	-2.646609948829	-2.23147559949282	-2.37417432543987	TRUE
"VIT_01s0011g01810"	70	18.1893203394032	0.169993648031805	3.77335692253157	14.4159634168716	0.20744903339557	0.0556843098086665	0.903607180333045	0.903607180333045	64	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi01g00141"	NA	NA	NA	NA	-2.69832388367577	-2.39047852728701	-2.61123105851121	TRUE
"VIT_05s0077g01560"	71	17.6249212834062	0.164718890499124	3.41229002544971	14.2126312579565	0.193605972507938	0.0300474963849635	0.897423479877516	0.897423479877516	70	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-4.90406134768862	-3.14487970851628	-5.95994181426308	TRUE
"VIT_00s2849g00010"	72	17.154335886271	0.160320896133374	6.45365428574238	10.7006816005287	0.376211258105735	0.0161280316373326	0.867007872925584	0.867007872925584	82	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	"Vitvi05_01chr16g00930"	"chr16"	725239	725801	-4.61547183807358	-4.00372612671038	-0.732979324065749	TRUE
"VIT_06s0061g01210"	73	15.5205004949037	0.145051406494427	3.00364768613562	12.5168528087681	0.193527759438035	0.0819989536614875	0.865077409965633	0.865077409965633	83	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi06g01396"	"Vitvi05_01chr06g20500"	"chr06"	22029365	22032578	-2.0221402486292	-2.15122550645011	-2.31666889846786	TRUE
"VIT_05s0077g01550"	74	15.3236969447193	0.143212120978685	3.5479940666469	11.7757028780723	0.231536428803468	0.0191890322444792	0.884298576816788	0.884298576816788	74	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g01759"	NA	NA	NA	NA	-4.65787924593381	-4.28052594781281	-4.03014595180536	TRUE
"VIT_08s0007g01810"	75	14.7680830571433	0.138019467823769	2.83755792581521	11.9305251313281	0.192141249127299	0.076489378187261	0.868601244301292	0.868601244301292	81	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi08g01325"	"Vitvi05_01chr08g15530"	"chr08"	17056163	17060538	-2.71652324644186	-2.60463776237837	-3.06464548793611	TRUE
"VIT_18s0001g08760"	76	14.6055758558998	0.136500708933643	3.64935376704455	10.9562220888552	0.249860313831477	0.0510308175424593	0.894272868270332	0.894272868270332	72	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g00635"	NA	NA	NA	NA	-5.04104585611523	-4.29199860454364	-3.82326542346125	TRUE
"VIT_18s0001g15220"	77	14.3267424012276	0.133894788796519	2.83119460381459	11.495547797413	0.197616075205764	0.0540203412298783	0.884761041848983	0.884761041848983	73	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g01202"	"Vitvi05_01chr18g17970"	"chr18"	13249139	13250569	-3.21567813616802	-2.44252674084993	-2.28008326916855	TRUE
"VIT_11s0065g00350"	78	14.2202997007066	0.132899997202865	4.57648210708728	9.64381759361933	0.321827401911921	0.0808063891899449	0.875739323063513	0.875739323063513	76	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi11g00924"	"Vitvi05_01chr11g12900"	"chr11"	12312556	12314275	-2.18310242668068	-1.43476956031919	-1.97534348647592	TRUE
"VIT_02s0025g04270"	79	14.1799792064124	0.132523170153387	2.58546590980187	11.5945132966105	0.182332136892886	0.0223459238920635	0.874993802001685	0.874993802001685	77	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g01404"	"Vitvi05_01chr02g05210"	"chr02"	3630095	3631366	-5.99640500053452	-4.96263002353302	-4.81301490892449	TRUE
"VIT_03s0038g03860"	80	14.0933878955245	0.131713905565649	3.48625834640637	10.6071295491181	0.247368366800822	0.934511034960172	-0.881424472145743	0.881424472145743	75	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi03g00242"	"Vitvi05_01chr03g04320"	"chr03"	2794499	2796461	2.94998104484813	2.99949408414696	3.11559117690769	TRUE
"VIT_15s0048g00510"	81	13.3204941762799	0.124490599778316	2.56125445795555	10.7592397183243	0.192279237095906	0.0585783858192366	0.870097781736299	0.870097781736299	79	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi15g00704"	"Vitvi05_01chr15g12660"	"chr15"	17652180	17655009	-3.55759703632846	-3.98769565388584	-4.12010155778519	TRUE
"VIT_02s0012g01660"	82	12.4024464574418	0.115910714555531	2.56438953952106	9.83805691792075	0.206764814371148	0.931546389553685	-0.849460745226615	0.849460745226615	89	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g00726"	"Vitvi05_01chr02g12230"	"chr02"	9388529	9398116	2.21293484255472	2.19267296236348	2.77838542108238	TRUE
"VIT_12s0028g00920"	83	12.3958002280217	0.115848600261885	2.29882838554713	10.0969718424746	0.185452196974782	0.0592247637950717	0.869867767436626	0.869867767436626	80	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi12g00080"	"Vitvi05_01chr12g01430"	"chr12"	1457342	1459468	-4.24545421670984	-4.8069356774969	-4.67717559528459	TRUE
"VIT_18s0001g02760"	84	12.2470570406835	0.114458477015733	2.4935013945559	9.75355564612758	0.203600047445908	0.0638195678898965	0.854461727225613	0.854461727225613	87	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g02533"	NA	NA	NA	NA	-4.35413249238025	-4.1004257908845	-3.38975668179924	TRUE
"VIT_08s0040g01710"	85	12.0730632521371	0.112832366842403	2.8606168211221	9.21244643101498	0.236942088464229	0.0833925260526337	0.872731740714083	0.872731740714083	78	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi08g01022"	"Vitvi05_01chr08g10910"	"chr08"	13991103	13994726	-4.65747256363854	-3.40268315125602	-4.41515011512251	TRUE
"VIT_05s0077g01580"	86	11.7496122631392	0.10980946040317	1.80565953673385	9.94395272640533	0.153678223271976	0.0369540544964371	0.85210971922706	0.85210971922706	88	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g01756"	NA	NA	NA	NA	-4.09573966758465	-3.17475917146777	-3.14524203789767	TRUE
"VIT_04s0044g00040"	87	11.5263558591582	0.107722951954749	2.24648818666377	9.2798676724944	0.19490012403867	0.0467571171065972	0.863795471416223	0.863795471416223	85	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi04g01566"	"Vitvi05_01chr04g22300"	"chr04"	22794334	22795685	-3.68178742747752	-3.08549683333201	-1.93847465677517	TRUE
"VIT_18s0001g15130"	88	11.5058034915406	0.107530873752716	2.42626210334147	9.07954138819911	0.210872896023762	0.0323307051445748	0.864971566649756	0.864971566649756	84	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g02824"	"Vitvi05_01chr18g17840"	"chr18"	13137370	13139130	-5.61362123418131	-3.97903088852444	-5.4712581606004	TRUE
"VIT_16s0100g00960"	89	11.2425313112056	0.105070386086033	4.53651840707869	6.70601290412688	0.403513966873019	0.00957711750451539	0.81269850622964	0.81269850622964	93	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	"Vitvi05_01chr16g14250"	"chr16"	21269133	21270091	-4.14384302871026	-2.96855242605618	-0.537266193866617	TRUE
"VIT_06s0004g07550"	90	11.1861598553806	0.104543550050286	1.84029997667824	9.34585987870233	0.164515794559565	0.081283199748038	0.849154849269817	0.849154849269817	90	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi06g00745"	"Vitvi05_01chr06g10940"	"chr06"	8325191	8327222	-6.06630802754851	-6.11037921788184	-5.82130088099637	TRUE
"VIT_07s0005g03340"	91	10.147393759947	0.0948354557004396	2.69116740387848	7.45622635606855	0.265207743736213	0.0405339111566671	0.859936118947307	0.859936118947307	86	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi07g00598"	"Vitvi05_01chr07g09050"	"chr07"	6587888	6590227	-3.14727751566914	-2.48923457344102	-3.05450038395636	TRUE
"VIT_02s0025g04230"	92	8.54850811990073	0.0798925992514087	1.37890723753798	7.16960088236275	0.16130384602758	0.0116279062357307	0.816147773012679	0.816147773012679	91	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g00391"	"Vitvi05_01chr02g05170"	"chr02"	3588659	3589915	-4.65295819131165	-3.553197625927	-2.91953666333136	TRUE
"VIT_07s0031g01710"	93	7.46421760108883	0.0697590430008302	1.02304808132558	6.44116951976326	0.137060323800895	0.0136302041463643	0.804911878316767	0.804911878316767	96	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi07g01847"	"Vitvi05_01chr07g29730"	"chr07"	28443577	28446743	-3.68975884985472	-1.62678632378362	-3.16645467360897	TRUE
"VIT_12s0059g00310"	94	6.88501890925109	0.0643459711144962	2.08834388261056	4.79667502664053	0.303317087452664	0.0403546506012153	0.814258978591158	0.814258978591158	92	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi12g02337"	"Vitvi05_01chr12g05920"	"chr12"	5224938	5225567	-1.70541117805201	-3.47056931033613	-2.92882203846283	TRUE
"VIT_05s0049g01550"	95	6.21054431649244	0.0580424702475929	1.01197435211361	5.19856996437883	0.162944550516491	0.0467664072423894	0.809141226908532	0.809141226908532	94	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g00802"	"Vitvi05_01chr05g11840"	"chr05"	9116415	9121286	-4.78208199919473	-3.04031392590954	-2.84724781095676	TRUE
"VIT_03s0091g00160"	96	6.15649967820686	0.0575373801701576	1.31968364376558	4.83681603444128	0.214356162225928	0.0711204498096236	0.804961239911588	0.804961239911588	95	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi03g01597"	"Vitvi05_01chr03g09150"	"chr03"	6377466	6378723	-4.00598613773295	-3.02753985638239	-4.20120809329993	TRUE
"VIT_14s0030g00340"	97	4.17020967720839	0.0389739222169009	0.889266302228576	3.28094337497982	0.213242587558299	0.923168585185612	-0.771519050366543	0.771519050366543	97	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi14g02586"	"Vitvi05_01chr14g05360"	"chr14"	4215917	4223654	1.8654497392064	2.43425668754841	2.61607480064656	TRUE
"VIT_08s0007g01560"	98	4.12663787918973	0.0385667091513058	1.0208264694576	3.10581140973213	0.247374860441605	0.0618442392728366	0.754468342535593	0.754468342535593	98	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi08g01300"	"Vitvi05_01chr08g15190"	"chr08"	16835202	16838697	-2.40173680783473	-2.37708201514524	-2.86306919780746	TRUE
"VIT_18s0001g13670"	99	4.03835777064824	0.0377416614079275	0.505114627309758	3.53324314333848	0.125079216849248	0.0673454576978028	0.739274969426211	0.739274969426211	99	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g01063"	NA	NA	NA	NA	-2.22163948893548	-3.30961032905244	-2.80841091793278	TRUE
"VIT_02s0033g01380"	100	3.24273776801441	0.0303059604487328	0.935029327271142	2.30770844074327	0.288345649313382	0.0489779373707516	0.700857936907355	0.700857936907355	102	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g01182"	"Vitvi05_01chr02g18040"	"chr02"	18914122	18915979	-1.87876382532831	-0.173537206272697	-1.55074624015487	TRUE
"VIT_08s0007g06060"	101	2.95126883304443	0.0275819517106956	0.210742858707928	2.7405259743365	0.0714075438836024	0.0113277655460501	0.705632104170193	0.705632104170193	101	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi08g01702"	"Vitvi05_01chr08g21110"	"chr08"	21087458	21090063	-3.8370196459306	-2.89859164425675	-4.33757322512544	TRUE
"VIT_12s0059g00370"	102	2.07116259521472	0.0193566597683619	0.375492851132213	1.69566974408251	0.181295689676785	0.0437943928119315	0.691655878888377	0.691655878888377	104	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi12g02342"	NA	NA	NA	NA	-1.24981158839078	-1.79469731583551	-2.09120719565771	TRUE
"VIT_18s0166g00060"	103	2.03228098416679	0.0189932802258578	0.453028802745208	1.57925218142158	0.222916420649847	0.0485630519426819	0.731075317063485	0.731075317063485	100	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g02845"	NA	NA	NA	NA	-7.45491746204329	-4.38319148384826	-5.7581896776986	TRUE
"VIT_08s0040g00920"	104	1.69544633018872	0.015845292805502	0.238092080908085	1.45735424928063	0.140430326026058	0.0344109917185701	0.694081345982396	0.694081345982396	103	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi08g00957"	"Vitvi05_01chr08g09690"	"chr08"	13085235	13086677	-4.20005382802792	-1.54565449482957	-4.52541505179204	TRUE
"VIT_16s0039g02610"	105	1.04364748684266	0.00975371483030522	0.0125336051214852	1.03111388172117	0.0120094239477384	0.000198074140937213	0.457879939719984	0.457879939719984	107	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g01554"	NA	NA	NA	NA	-3.26566884649027	-1.79423163893808	0	FALSE
"VIT_10s0042g00400"	106	1.04289718833702	0.00974670269473847	0.0123157280507923	1.03058146028622	0.0118091487718274	0.000195286046743406	0.457105567700777	0.457105567700777	108	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi10g02031"	NA	NA	NA	NA	-3.2323076562191	-1.78589875563639	0	FALSE
"VIT_05s0062g00610"	107	0.758785496136928	0.00709145323492456	0.116473441476801	0.642312054660127	0.153499825800285	0.826824635440019	-0.631397382900326	0.631397382900326	105	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g02111"	"Vitvi05_01chr05g19710"	"chr05"	20518276	20520484	2.19175356754345	2.90554436723323	2.79166354144522	TRUE
"VIT_16s0050g00400"	108	0.677009538810413	0.00632719195149919	0.0632766703384701	0.613732868471943	0.0934649612908775	0.027177111269298	0.59993692571142	0.59993692571142	106	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g01037"	"Vitvi05_01chr16g15450"	"chr16"	22162186	22164557	-1.53778520531762	-0.958197734775898	-2.26489437484422	TRUE
