run_accession	sample_accession	secondary_sample_accession	experiment_accession	fastq_ftp	fastq_bytes	fastq_md5	library_layout	read_count	base_count
SRR5560641	SAMN07124273	SRS2200345	SRX2823746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560641/SRR5560641.fastq.gz	2327741452	da79d75540828ea9654457ee0bb09b07	SINGLE	28319046	2718628416
SRR5560645	SAMN07124173	SRS2200349	SRX2823750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560645/SRR5560645.fastq.gz	2738069520	cf00f9f8dcdf65fee1b571055065e3f8	SINGLE	32338613	3104506848
SRR5560648	SAMN07124223	SRS2200353	SRX2823753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560648/SRR5560648.fastq.gz	3330116527	1448087731024ea779b0de7d299c2aff	SINGLE	40557842	3893552832
SRR5560651	SAMN07124220	SRS2200356	SRX2823756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560651/SRR5560651.fastq.gz	2994353773	02e1acb32d856f4667c5768e2ec5a91d	SINGLE	35902188	3410707860
SRR5560653	SAMN07124218	SRS2200358	SRX2823758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560653/SRR5560653.fastq.gz	2975272382	12de39d87344a49e3a5bcc90077dfbb3	SINGLE	35638867	3385692365
SRR5560656	SAMN07124215	SRS2200361	SRX2823761	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560656/SRR5560656.fastq.gz	3529098827	f977b387c47a2df4e277d2a3fe1a5563	SINGLE	40547271	3892538016
SRR5560660	SAMN07124211	SRS2200365	SRX2823765	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560660/SRR5560660.fastq.gz	2446459513	8bcc12db8dda777d11306289f6063413	SINGLE	27451939	2772645839
SRR5560672	SAMN07124199	SRS2200377	SRX2823777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560672/SRR5560672.fastq.gz	2741615159	9f74c8f6756a8b74bad5d5f90f60f174	SINGLE	31667912	3198459112
SRR5560673	SAMN07124198	SRS2200388	SRX2823778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560673/SRR5560673.fastq.gz	3109726093	b1fcd471287865737f62ed4b7463713a	SINGLE	35967541	3632721641
SRR5560674	SAMN07124197	SRS2200379	SRX2823779	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560674/SRR5560674.fastq.gz	2086397931	456e7c3e1a16673e8f4f86e8bb5cb1ff	SINGLE	24211399	2445351299
SRR5560676	SAMN07124312	SRS2200380	SRX2823781	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560676/SRR5560676.fastq.gz	2985323375	24c725020105d1bc29f7747c96560538	SINGLE	34973693	3532342993
SRR5560677	SAMN07124311	SRS2200387	SRX2823782	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560677/SRR5560677.fastq.gz	2792382775	b9e4f197d8570ba04682909731812b28	SINGLE	33622305	3395852805
SRR5560681	SAMN07124307	SRS2200386	SRX2823786	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560681/SRR5560681.fastq.gz	2252852986	65c8c3ec9a10aef4a74083f59bdc63e4	SINGLE	26119346	2638053946
SRR5560692	SAMN07124295	SRS2200396	SRX2823797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560692/SRR5560692.fastq.gz	3324075809	57f02e44a828f9eff3042a7d7e96af60	SINGLE	37739945	3811734445
SRR5560693	SAMN07124294	SRS2200399	SRX2823798	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560693/SRR5560693.fastq.gz	3060689865	74f4fd751654e523fd2637827abeb919	SINGLE	33930023	3393002300
SRR5560705	SAMN07124367	SRS2200409	SRX2823810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560705/SRR5560705.fastq.gz	3146796986	3a9ea2ad415b215d843a240126711edf	SINGLE	35056253	3505625300
SRR5560710	SAMN07124362	SRS2200412	SRX2823815	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560710/SRR5560710.fastq.gz	2954540732	a3c0e74ff96d05cc04d4115bf9c89dd7	SINGLE	32944075	3294407500
SRR5560715	SAMN07124357	SRS2200419	SRX2823820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560715/SRR5560715.fastq.gz	3268949280	aa3cbe5479653a98eeee207eee8d5677	SINGLE	36508871	3650887100
SRR5560719	SAMN07124353	SRS2200423	SRX2823824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560719/SRR5560719.fastq.gz	2524698608	3da164ce1bbf342daaaddd106ac9413a	SINGLE	28631365	2863136500
SRR5560720	SAMN07124352	SRS2200428	SRX2823825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560720/SRR5560720.fastq.gz	2732802465	7e6a612f93d88f0b73a462f2ca5ba478	SINGLE	31085814	3108581400
SRR5560724	SAMN07124348	SRS2200429	SRX2823829	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560724/SRR5560724.fastq.gz	2891304956	dc7b1783f3ed4f93d8be86f8e3402a2a	SINGLE	32382087	3238208700
SRR5560512	SAMN07124251	SRS2200217	SRX2823618	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560512/SRR5560512.fastq.gz	3041819460	c5efd6a98093ff28f7a84c5ac02f88f7	SINGLE	34560980	3317854080
SRR5560515	SAMN07124248	SRS2200221	SRX2823621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560515/SRR5560515.fastq.gz	2447840448	245acfe3636947c8abcf70bc96221672	SINGLE	27861703	2674723488
SRR5560517	SAMN07124246	SRS2200223	SRX2823623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560517/SRR5560517.fastq.gz	2169684780	c900a64b21dccea8efe44ab31f799100	SINGLE	24675500	2368848000
SRR5560518	SAMN07124245	SRS2200224	SRX2823624	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560518/SRR5560518.fastq.gz	2439835072	c541339edaa5af1e9b604c16e1ab89a1	SINGLE	27928543	2681140128
SRR5560519	SAMN07124244	SRS2200225	SRX2823625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560519/SRR5560519.fastq.gz	1841781494	eb389a04b1b1431bb9526ab08e8f4130	SINGLE	21080333	2023711968
SRR5560524	SAMN07124240	SRS2200230	SRX2823630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560524/SRR5560524.fastq.gz	2581012182	824d12f2c388bd1b31b61799a981e962	SINGLE	31848384	3025596480
SRR5560527	SAMN07124344	SRS2200233	SRX2823633	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560527/SRR5560527.fastq.gz	2407878345	1bf6e906c6f2c14047d00409b37dff17	SINGLE	30561063	2903300985
SRR5560533	SAMN07124337	SRS2200239	SRX2823639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560533/SRR5560533.fastq.gz	2264718681	9effe5ee85f920c1e7be0d57e6831d3c	SINGLE	28498052	2707314940
SRR5560536	SAMN07124334	SRS2200242	SRX2823642	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560536/SRR5560536.fastq.gz	2295234756	179c539e4e2ae3ec757cea522b2d3fb8	SINGLE	27806090	2641578550
SRR5560537	SAMN07124333	SRS2200243	SRX2823643	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560537/SRR5560537.fastq.gz	2635270181	5e9aa6259532c5bbf0a20c4d602e6fa5	SINGLE	32877903	3123400785
SRR5560539	SAMN07124331	SRS2200245	SRX2823645	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560539/SRR5560539.fastq.gz	3684266319	17a291124e7aa0649901dd6e9b5fcfcf	SINGLE	46770672	4443213840
SRR5560540	SAMN07124330	SRS2200246	SRX2823646	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560540/SRR5560540.fastq.gz	2605438573	cca3e76bdc3afba0d486949331fd9658	SINGLE	32808921	3116847495
SRR5560542	SAMN07124403	SRS2200248	SRX2823648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560542/SRR5560542.fastq.gz	2316007642	6a0bf6602e47966c0e6f61f8169305ce	SINGLE	25979494	2468051930
SRR5560543	SAMN07124402	SRS2200249	SRX2823649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560543/SRR5560543.fastq.gz	2341020612	845297ae9b77de2bab6d0f6afc7f969c	SINGLE	29727462	2824108890
SRR5560544	SAMN07124401	SRS2200250	SRX2823650	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560544/SRR5560544.fastq.gz	2011469210	b95e81f7d683963418aafc7ca2b21336	SINGLE	25298219	2403330805
SRR5560552	SAMN07124394	SRS2200257	SRX2823657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560552/SRR5560552.fastq.gz	3906593966	b6508ecc4b71aeabd1e38d01ea8074f5	SINGLE	44556088	4500164888
SRR5560556	SAMN07124282	SRS2200261	SRX2823661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560556/SRR5560556.fastq.gz	2189284558	2e815b29b8e3623f119b6b5b387c1685	SINGLE	26731600	2699891600
SRR5560559	SAMN07124279	SRS2200264	SRX2823664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560559/SRR5560559.fastq.gz	2135569260	a60dab7b4a30cde815030872157e614e	SINGLE	26456779	2672134679
SRR5560572	SAMN07124380	SRS2200276	SRX2823677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560572/SRR5560572.fastq.gz	2533802402	462edd149c22f442e850df521ec6eee9	SINGLE	30949131	3125862231
SRR5560576	SAMN07124376	SRS2200281	SRX2823681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560576/SRR5560576.fastq.gz	2828170107	ad0c0579f213425981b86609c4e37080	SINGLE	32949486	3327898086
SRR5560577	SAMN07124375	SRS2200283	SRX2823682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560577/SRR5560577.fastq.gz	3810149723	d2de54bd3dd455ef5e189a3a3d523756	SINGLE	44308483	4475156783
SRR5560583	SAMN07124369	SRS2200288	SRX2823688	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560583/SRR5560583.fastq.gz	3443086109	2ecb87f20448457551528f2b09637cc8	SINGLE	38847024	3923549424
SRR5560601	SAMN07124327	SRS2200305	SRX2823706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560601/SRR5560601.fastq.gz	3244333511	5531b568fda612ba9c547d4af482a036	SINGLE	38631491	3863149100
SRR5560604	SAMN07124318	SRS2200308	SRX2823709	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560604/SRR5560604.fastq.gz	2241371788	c742cfcd41e470b3be29db2fdd15a11d	SINGLE	26770105	2677010500
SRR5560606	SAMN07124321	SRS2200313	SRX2823711	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560606/SRR5560606.fastq.gz	4401637633	2531e612975bae3f7ade4613a8a5b929	SINGLE	53558449	5355844900
SRR5560609	SAMN07124323	SRS2200314	SRX2823714	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560609/SRR5560609.fastq.gz	2248515901	1d822b94be9d2549b1423ad7ee774b2d	SINGLE	27370578	2737057800
SRR5560619	SAMN07124192	SRS2200322	SRX2823724	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560619/SRR5560619.fastq.gz	2668571054	4d1653227f1ad18fe787e76372cee132	SINGLE	30143130	3014313000
SRR5560624	SAMN07124187	SRS2200330	SRX2823729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560624/SRR5560624.fastq.gz	4308095519	1ce814dda6dcaf69d1750caf763e7636	SINGLE	49033626	4903362600
SRR5560630	SAMN07124181	SRS2200333	SRX2823735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560630/SRR5560630.fastq.gz	2147269526	5e36601dffdcf0be3a99cf13d209cce3	SINGLE	25921172	2488432512
SRR5560634	SAMN07124177	SRS2200339	SRX2823739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560634/SRR5560634.fastq.gz	2710215674	2119d136b2ee4a2705c4a8dc4eff5eac	SINGLE	32408602	3111225792
SRR5560635	SAMN07124176	SRS2200338	SRX2823740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560635/SRR5560635.fastq.gz	2123906648	164b79f340ee8a1b0d3b2c66e4599aab	SINGLE	25895581	2485975776
SRR5560638	SAMN07124276	SRS2200343	SRX2823743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560638/SRR5560638.fastq.gz	2385508253	6916e9c46f2af4c7c45b24f120a12624	SINGLE	29156688	2799042048
SRR5560642	SAMN07124272	SRS2200347	SRX2823747	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560642/SRR5560642.fastq.gz	3391135888	3cffd5834bf285ddf8f850bd22cc214b	SINGLE	42036588	3993475860
SRR5560644	SAMN07124270	SRS2200350	SRX2823749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560644/SRR5560644.fastq.gz	2283186592	fb72592390cb575c8b09555a1f08a5d8	SINGLE	28286050	2715460800
SRR5560646	SAMN07124225	SRS2200351	SRX2823751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560646/SRR5560646.fastq.gz	3278048674	03b0db1271b3026d4915546e4876c65a	SINGLE	40137219	3853173024
SRR5560654	SAMN07124217	SRS2200359	SRX2823759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560654/SRR5560654.fastq.gz	2734369047	233a7bb7a842f253690653a8c9d04268	SINGLE	31419916	3016311936
SRR5560663	SAMN07124208	SRS2200368	SRX2823768	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560663/SRR5560663.fastq.gz	2505470446	f70424f8ed73d27ffec4a186028cd672	SINGLE	28230018	2851231818
SRR5560664	SAMN07124204	SRS2200369	SRX2823769	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560664/SRR5560664.fastq.gz	2139111389	b39829862975a56f4778f694ed8adae6	SINGLE	23323036	2355626636
SRR5560665	SAMN07124203	SRS2200370	SRX2823770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560665/SRR5560665.fastq.gz	2857323375	ed64887785883f48a03824132364e2cc	SINGLE	31185556	3149741156
SRR5560667	SAMN07124201	SRS2200372	SRX2823772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560667/SRR5560667.fastq.gz	1655472514	b2752702aafbd2fad3b3160d62551554	SINGLE	19514717	1970986417
SRR5560668	SAMN07124207	SRS2200374	SRX2823773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560668/SRR5560668.fastq.gz	1667336320	f74a6f9556dd30ca51613f376792da3f	SINGLE	19650690	1984719690
SRR5560670	SAMN07124205	SRS2200373	SRX2823775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560670/SRR5560670.fastq.gz	2743298686	24be35b59fb9c9f7e8d67c1dbb0cf115	SINGLE	31979122	3229891322
SRR5560675	SAMN07124313	SRS2200378	SRX2823780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560675/SRR5560675.fastq.gz	2080843149	64730a75cee0088eaaba4b8d97e1bcf4	SINGLE	24295402	2453835602
SRR5560690	SAMN07124297	SRS2200395	SRX2823795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560690/SRR5560690.fastq.gz	2773242745	1074e1acd398fdf08f9b28b739772e75	SINGLE	31419382	3173357582
SRR5560711	SAMN07124361	SRS2200417	SRX2823816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560711/SRR5560711.fastq.gz	3811382731	90c769a3b040e64c7bf5411dae57e656	SINGLE	42489298	4248929800
SRR5560713	SAMN07124359	SRS2200420	SRX2823818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560713/SRR5560713.fastq.gz	3006309543	5e95b438709cf0d5d43ef8dd7f99f377	SINGLE	33552755	3355275500
SRR5560725	SAMN07124347	SRS2200430	SRX2823830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560725/SRR5560725.fastq.gz	2799652408	c958b411782a0c0980cac075c591b30d	SINGLE	31301070	3130107000
SRR5560508	SAMN07124255	SRS2200214	SRX2823614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560508/SRR5560508.fastq.gz	2454227225	0b715b39b2c655223372cecf9867bf40	SINGLE	32544679	3091744505
SRR5560509	SAMN07124254	SRS2200215	SRX2823615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560509/SRR5560509.fastq.gz	2512916519	c932106609f0166ec1cfcf6dff817a1c	SINGLE	28801775	2764970400
SRR5560514	SAMN07124249	SRS2200220	SRX2823620	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560514/SRR5560514.fastq.gz	2725734823	3a6d26c88675dc2b9548f8f5b1cfc9e4	SINGLE	30979868	2974067328
SRR5560532	SAMN07124338	SRS2200238	SRX2823638	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560532/SRR5560532.fastq.gz	2114144337	a130b5595f12660420f53ea302440869	SINGLE	25612798	2433215810
SRR5560538	SAMN07124332	SRS2200244	SRX2823644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560538/SRR5560538.fastq.gz	3339688323	070bbf38edbace7c336a0dadd3172a26	SINGLE	42472085	4034848075
SRR5560541	SAMN07124404	SRS2200247	SRX2823647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560541/SRR5560541.fastq.gz	1234796821	62d2c59eb5d2730b50396a78599eba77	SINGLE	15609659	1482917605
SRR5560548	SAMN07124397	SRS2200253	SRX2823654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560548/SRR5560548.fastq.gz	2763187251	73fc5e3491eb249a3cf7c3a3de9c6ddb	SINGLE	33347918	3368139718
SRR5560553	SAMN07124393	SRS2200258	SRX2823658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560553/SRR5560553.fastq.gz	1849144352	019a353cc914d32ac90077b093a57c77	SINGLE	23891220	2413013220
SRR5560562	SAMN07124390	SRS2200267	SRX2823667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560562/SRR5560562.fastq.gz	3396929140	ec22a123911603b66f607b2189ff0150	SINGLE	36455889	3682044789
SRR5560570	SAMN07124382	SRS2200275	SRX2823675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560570/SRR5560570.fastq.gz	2750142174	5e330166d6c424dc10384e4b67d54832	SINGLE	33581235	3391704735
SRR5560579	SAMN07124373	SRS2200285	SRX2823684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560579/SRR5560579.fastq.gz	3386797001	b9483df45c09796b8618576bac50b682	SINGLE	38457689	3884226589
SRR5560581	SAMN07124371	SRS2200286	SRX2823686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560581/SRR5560581.fastq.gz	3910185087	89d48a14f94c18820a1dc703dda6be07	SINGLE	44429503	4487379803
SRR5560587	SAMN07124237	SRS2200292	SRX2823692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560587/SRR5560587.fastq.gz	3680768920	696e7b1239de4304851f94e95c883dee	SINGLE	41980889	4240069789
SRR5560590	SAMN07124234	SRS2200294	SRX2823695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560590/SRR5560590.fastq.gz	4255543707	3c40a7fa9617a480b6c0ee696a04794a	SINGLE	47487319	4748731900
SRR5560595	SAMN07124229	SRS2200299	SRX2823700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560595/SRR5560595.fastq.gz	3054426209	c636414bbcf99f6a3a73ba06312a8ae2	SINGLE	35045960	3504596000
SRR5560603	SAMN07124325	SRS2200307	SRX2823708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560603/SRR5560603.fastq.gz	3408476837	0ad55421918e3a937c3b49fa63a8cb20	SINGLE	40459712	4045971200
SRR5560615	SAMN07124196	SRS2200323	SRX2823720	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560615/SRR5560615.fastq.gz	4081443954	ab959b3ebf746a458eda2752a192589f	SINGLE	46233987	4623398700
SRR5560616	SAMN07124195	SRS2200320	SRX2823721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560616/SRR5560616.fastq.gz	3102362372	e21f0c7f5568cb82d149540ae37a953c	SINGLE	35089655	3508965500
SRR5560620	SAMN07124191	SRS2200325	SRX2823725	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560620/SRR5560620.fastq.gz	3073276468	bfc47ba3f9080b1c914ed4052cfbd832	SINGLE	34810744	3481074400
SRR5560625	SAMN07124186	SRS2200329	SRX2823730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/005/SRR5560625/SRR5560625.fastq.gz	2975549047	90a852662cb6221d3883614772da1e4b	SINGLE	34034563	3403456300
SRR5560626	SAMN07124185	SRS2200331	SRX2823731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560626/SRR5560626.fastq.gz	1871506391	bf47c45ed4f60c508a36dcc285a37abb	SINGLE	21359051	2135905100
SRR5560639	SAMN07124275	SRS2200346	SRX2823744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560639/SRR5560639.fastq.gz	2624973980	00f7fcc14ea29ef74c92dd6a2b07c1e8	SINGLE	31918674	3064192704
SRR5560643	SAMN07124271	SRS2200348	SRX2823748	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560643/SRR5560643.fastq.gz	1970953800	b85388e087fa9eefe44f4d1cdd43d777	SINGLE	22278312	2138717952
SRR5560649	SAMN07124222	SRS2200354	SRX2823754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560649/SRR5560649.fastq.gz	1894574573	42d82cc82493b29514d1bc77c88f5d4f	SINGLE	22364357	2146978272
SRR5560650	SAMN07124221	SRS2200355	SRX2823755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/000/SRR5560650/SRR5560650.fastq.gz	1678492326	827ab9e364d4d4cc7b51bcd11720a5fa	SINGLE	19538908	1875735168
SRR5560652	SAMN07124219	SRS2200357	SRX2823757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560652/SRR5560652.fastq.gz	2497670435	eee5442fd9c20553c8644266e25fcbc1	SINGLE	30024482	2852325790
SRR5560662	SAMN07124209	SRS2200367	SRX2823767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560662/SRR5560662.fastq.gz	2327056349	c500b9d715e1cc63a6321d813ddb82b9	SINGLE	25160286	2541188886
SRR5560669	SAMN07124206	SRS2200375	SRX2823774	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560669/SRR5560669.fastq.gz	2752117648	3e616ed467540ad51c4c3d030ba9ec62	SINGLE	32073267	3239399967
SRR5560679	SAMN07124309	SRS2200382	SRX2823784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560679/SRR5560679.fastq.gz	2624425630	6bb37de53420f233a5cb7c50e1f7b6c9	SINGLE	30823153	3113138453
SRR5560682	SAMN07124306	SRS2200384	SRX2823787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560682/SRR5560682.fastq.gz	2798992065	f81e6a699a16efdc744248b0337c5d1f	SINGLE	34042166	3438258766
SRR5560686	SAMN07124301	SRS2200391	SRX2823791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/006/SRR5560686/SRR5560686.fastq.gz	1711862884	76462c0a5ec79781195e32dd56e24b16	SINGLE	21148156	2135963756
SRR5560687	SAMN07124300	SRS2200392	SRX2823792	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560687/SRR5560687.fastq.gz	1897353388	09614fd74daca1fedc8bb0f464d198d1	SINGLE	22951888	2318140688
SRR5560689	SAMN07124298	SRS2200394	SRX2823794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/009/SRR5560689/SRR5560689.fastq.gz	1901894006	ec3d33fd727a8933eb9cdca656a6e212	SINGLE	23477703	2371248003
SRR5560691	SAMN07124296	SRS2200397	SRX2823796	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/001/SRR5560691/SRR5560691.fastq.gz	3249073331	cf7c2661f79fb903bf91cb035d757ad9	SINGLE	36124049	3612404900
SRR5560698	SAMN07124289	SRS2200403	SRX2823803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560698/SRR5560698.fastq.gz	2434658543	1d0edfa7609698f8fe6ec90ab0ed99c5	SINGLE	26076163	2607616300
SRR5560707	SAMN07124365	SRS2200415	SRX2823812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/007/SRR5560707/SRR5560707.fastq.gz	2943615791	41cf383ea2d23deb80eeb5da6bd204d8	SINGLE	32759643	3275964300
SRR5560708	SAMN07124364	SRS2200413	SRX2823813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560708/SRR5560708.fastq.gz	3032207226	7534a0315802aabf48f981de3fc681fc	SINGLE	33765020	3376502000
SRR5560712	SAMN07124360	SRS2200416	SRX2823817	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/002/SRR5560712/SRR5560712.fastq.gz	3146230392	b3f7fc61e783b114a00277c447212646	SINGLE	35063055	3506305500
SRR5560714	SAMN07124358	SRS2200418	SRX2823819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/004/SRR5560714/SRR5560714.fastq.gz	3141214190	cf4658a3afcd993b78d901f69dbd15e6	SINGLE	35026204	3502620400
SRR5560718	SAMN07124354	SRS2200424	SRX2823823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/008/SRR5560718/SRR5560718.fastq.gz	2465822563	27653dc5d3a2ef295e9b4fa4877735a3	SINGLE	28029790	2802979000
SRR5560723	SAMN07124349	SRS2200426	SRX2823828	ftp.sra.ebi.ac.uk/vol1/fastq/SRR556/003/SRR5560723/SRR5560723.fastq.gz	2842411598	1aa1fd55922c515c58dd6c59bed67ae4	SINGLE	31839271	3183927100
